+1718428,0.05
+3325390,0.29
+64984183,0.73
+61700866,0.62
+3393546,0.39
+498342975,0.50
+8115505,0.76
+61821693,0.43
+1954543,0.09
+82311868,0.96
+3318689,0.30
+64622160,0.71
+1442778,0.03
+1786624,0.07
+494552801,0.38
+4976142433,0.47
+3346182,0.24
+1948997,0.08
+1229921,0.04
+861874681,0.66
+861384012,0.71
+64603708,0.66
+1914228,0.04
+34638716,0.35
+1944280,0.10
+1844200,0.03
+1912993,0.08
+1757480,0.04
+1745343,0.05
+3372559,0.43
+64452282,0.69
+1228429,0.09
+861559224,0.82
+64908254,0.67
+4967178537,0.50
+8172456,1.15
+497529938,0.56
+1895873,0.06
+1527664,0.05
+64639107,0.69
+34754632,0.38
+1674476,0.06
+82569778,1.11
+34625801,0.41
+861359064,0.95
+64496933,0.49
+1672850,0.03
+8189838,0.80
+82442667,0.89
+3395818,0.34
+8164853,0.52
+34855124,0.43
+8136106,0.91
+448857010,0.37
+443287887,0.51
+64845729,0.68
+8139906,0.51
+4927879317,0.43
+8181526,0.62
+3330027,0.39
+861322117,0.80
+4981782986,0.53
+443424005,0.37
+64918686,0.55
+1231895,0.06
+3354847,0.30
+61741443,0.70
+64490998,0.62
+861743252,1.10
+8160673,0.98
+34723482,0.27
+1214262,0.06
+61261679,0.47
+1832206,0.03
+61699155,0.55
+82438189,0.83
+82599051,0.85
+61490941,0.78
+861635506,1.02
+82521097,0.80
+34794930,0.44
+34794584,0.42
+4973571747,0.50
+1914298,0.06
+61261734,0.54
+64401917,0.50
+4945503241,0.46
+64490160,0.57
+1526919,0.10
+1500524,0.06
+1645392,0.07
+1645220,0.07
+861411211,0.87
+8181229,0.71
+82239477,0.62
+1914707,0.06
+82439824,0.60
+8136656,1.07
+34995713,0.42
+443884290,0.36
+82266366,0.76
+64717603,0.63
+1264841,0.07
+1871507,0.04
+82347054,1.03
+1991226,0.03
+444103038,0.62
+1914681,0.06
+1356712,0.09
+8125239,0.90
+1500798,0.07
+82341420,0.91
+1264496,0.06
+1745245,0.07
+61892446,0.73
+61585551,0.69
+61840531,0.71
+8139460,0.51
+1527386,0.04
+64935176,0.65
+4941225142,0.34
+4985051666,0.58
+8111592,0.72
+8154436,0.74
+1305390,0.09
+64754505,0.67
+33852,0.31
+1570477,0.07
+1998231,0.07
+1718931,0.06
+444587241,0.37
+61700468,0.60
+61374198,0.49
+1998795,0.07
+82423839,0.94
+3319670,0.33
+1763932,0.04
+34703222,0.29
+3387035,0.29
+1921607,0.07
+4947128483,0.41
+1570912,0.03
+1999597,0.07
+861422785,0.69
+1231869,0.06
+34754431,0.25
+1212708,0.09
+64585870,0.40
+444736917,0.27
+82628441,1.00
+861373372,0.66
+1266568,0.02
+1412340,0.05
+1267647,0.05
+61462863,0.80
+861637243,0.89
+8136648,0.90
+3375681,0.21
+34868303,0.18
+82428139,1.16
+64984344,0.63
+861642365,0.73
+861387026,0.90
+861859798,0.44
+448546055,0.44
+64759235,0.43
+1387342,0.10
+1326989,0.07
+1669955,0.07
+3357320,0.40
+1537768,0.07
+1599943,0.05
+449845666,0.38
+8195537,0.48
+82344217,0.94
+8165650,0.60
+34754922,0.30
+82597046,0.89
+446183371,0.31
+3381385,0.40
+8189840,0.89
+1461248,0.04
+64526219,0.57
+861316288,1.27
+1389558,0.04
+34656936,0.47
+34919101,0.47
+1757636,0.03
+8198733,0.90
+1755427,0.08
+34616412,0.44
+61461877,0.64
+1559301,0.09
+1294794,0.02
+64585587,0.44
+447192269,0.41
+3319484,0.32
+861711636,0.68
+64460223,0.49
+1317803,0.07
+1609303,0.05
+1801886,0.02
+449932173,0.28
+61332534,0.57
+1927281,0.04
+443466676,0.39
+8163132,0.87
+1425407,0.08
+3340470,0.40
+34868624,0.18
+861702529,1.07
+1377440,0.07
+498279,0.45
+61868536,0.80
+494552575,0.33
+444336853,0.42
+442397451,0.34
+8176275,1.07
+8148892,0.77
+1895213,0.05
+4990566946,0.39
+443815047,0.24
+64344658,0.53
+3377280,0.40
+82599077,0.92
+8112627,0.96
+64568512,0.71
+8136952,1.05
+1551698,0.08
+3393545,0.37
+34632869,0.34
+4973574180,0.52
+4998171665,0.44
+8139131,0.68
+82627048,1.02
+3318674,0.34
+861322810,0.70
+8152960,0.63
+8162710,1.05
+861744424,0.57
+3396589,0.23
+34978182,0.32
+1658279,0.07
+443018319,0.30
+61289518,0.68
+3314783,0.28
+445278492,0.50
+1212680,0.04
+446595515,0.42
+1888299,0.02
+61660358,0.65
+1317382,0.06
+61336801,0.76
+34719173,0.25
+64923462,0.80
+1465500,0.08
+1804462,0.07
+861637817,1.01
+861616802,1.25
+1473240,0.03
+82353161,1.11
+1425804,0.08
+3348711,0.44
+3373921,0.28
+1362201,0.06
+1926577,0.08
+64918217,0.55
+8162664,1.01
+1205429,0.10
+498349123,0.35
+82367761,1.11
+1647381,0.09
+1745697,0.07
+3370674,0.27
+34722453,0.29
+861555892,0.95
+861314686,1.05
+446866637,0.44
+1214600,0.07
+8175420,1.02
+34664988,0.22
+1695613,0.05
+861664439,1.06
+8181316,0.65
+1695318,0.05
+64414902,0.73
+34606231,0.22
+8182281,0.73
+82263410,0.68
+8165744,0.64
+82353064,0.91
+82314922,0.90
+82212475,0.64
+82341671,1.01
+61535356,0.53
+861632828,0.82
+8179948,1.09
+861688226,1.09
+4962791825,0.38
+64452617,0.55
+8172711,0.67
+61208301,0.45
+61770975,0.82
+1998916,0.06
+8117687,0.87
+446594412,0.33
+8148575,1.03
+8143707,0.85
+449857225,0.32
+82369805,0.54
+861505337,0.85
+3325720,0.34
+64902297,0.76
+82384162,1.00
+861575203,0.62
+1564940,0.04
+861338720,0.74
+1926839,0.08
+82342224,0.80
+61805833,0.80
+1829703,0.06
+82305473,1.10
+8125546,0.72
+1920317,0.03
+861347866,0.72
+8125755,0.84
+443465113,0.36
+448954742,0.43
