+14105547746, 0.02
+14105542833, 0.02
+14105548067, 0.02
+14105542066, 0.02
+14105545923, 0.02
+14105544447, 0.02
+14105543957, 0.02
+14105544887, 0.02
+14105546022, 0.02
+14105543494, 0.02
+14105544869, 0.02
+14105548905, 0.02
+14105541338, 0.02
+14105541396, 0.02
+14105548390, 0.02
+14105544283, 0.02
+14105543133, 0.02
+14105543844, 0.02
+14105547240, 0.02
+14105545585, 0.02
+14102081553, 0.02
+14102088277, 0.02
+14102087212, 0.02
+14102083438, 0.02
+14102084836, 0.02
+14102086817, 0.02
+14102089611, 0.02
+14102087876, 0.02
+14102088440, 0.02
+14102082856, 0.02
+14102089440, 0.02
+14102088668, 0.02
+14102082394, 0.02
+14102085840, 0.02
+14102083930, 0.02
+14102086198, 0.02
+14102081445, 0.02
+14102086308, 0.02
+14102081181, 0.02
+14102083330, 0.02
+14104138977, 0.03
+14104132615, 0.03
+14104133526, 0.03
+14104134203, 0.03
+14104132999, 0.03
+14104135547, 0.03
+14104131179, 0.03
+14104133948, 0.03
+14104138884, 0.03
+14104132719, 0.03
+14104132493, 0.03
+14104131912, 0.03
+14104136763, 0.03
+14104131995, 0.03
+14104138598, 0.03
+14104131187, 0.03
+14104132414, 0.03
+14104135032, 0.03
+14104132469, 0.03
+14104139199, 0.03
+14107928191, 0.03
+14107928293, 0.03
+14107924099, 0.03
+14107924171, 0.03
+14107925240, 0.03
+14107925464, 0.03
+14107926985, 0.03
+14107926191, 0.03
+14107928002, 0.03
+14107922261, 0.03
+14107929417, 0.03
+14107924937, 0.03
+14107924187, 0.03
+14107921140, 0.03
+14107929913, 0.03
+14107921680, 0.03
+14107923178, 0.03
+14107922475, 0.03
+14107921580, 0.03
+14107924115, 0.03
+14103814667, 0.02
+14103819439, 0.02
+14103818270, 0.02
+14103815283, 0.02
+14103817327, 0.02
+14103817220, 0.02
+14103819128, 0.02
+14103814292, 0.02
+14103813836, 0.02
+14103818266, 0.02
+14103815893, 0.02
+14103815077, 0.02
+14103812229, 0.02
+14103812192, 0.02
+14103813288, 0.02
+14103814588, 0.02
+14103815386, 0.02
+14103816301, 0.02
+14103819061, 0.02
+14103812923, 0.02
+14104118193, 0.03
+14104118045, 0.03
+14104111926, 0.03
+14104115046, 0.03
+14104115941, 0.03
+14104111157, 0.03
+14104115439, 0.03
+14104111655, 0.03
+14104119279, 0.03
+14104119123, 0.03
+14104118729, 0.03
+14104114947, 0.03
+14104112414, 0.03
+14104118058, 0.03
+14104117009, 0.03
+14104119326, 0.03
+14104118618, 0.03
+14104114712, 0.03
+14104119615, 0.03
+14104117780, 0.03
+14104404856, 0.01
+14104404758, 0.01
+14104404331, 0.01
+14104401398, 0.01
+14104405158, 0.01
+14104401675, 0.01
+14104402138, 0.01
+14104403931, 0.01
+14104405669, 0.01
+14104405284, 0.01
+14104401525, 0.01
+14104407929, 0.01
+14104408013, 0.01
+14104409479, 0.01
+14104402173, 0.01
+14104405166, 0.01
+14104403197, 0.01
+14104401755, 0.01
+14104402314, 0.01
+14104402399, 0.01
+14104723719, 0.04
+14104728757, 0.04
+14104721708, 0.04
+14104723836, 0.04
+14104724815, 0.04
+14104723164, 0.04
+14104723849, 0.04
+14104722670, 0.04
+14104721913, 0.04
+14104729965, 0.04
+14104728077, 0.04
+14104727191, 0.04
+14104725401, 0.04
+14104724019, 0.04
+14104726066, 0.04
+14104728482, 0.04
+14104728851, 0.04
+14104727561, 0.04
+14104721676, 0.04
+14104725112, 0.04
+14104795894, 0.04
+14104792493, 0.04
+14104792513, 0.04
+14104792625, 0.04
+14104797873, 0.04
+14104799700, 0.04
+14104796250, 0.04
+14104796947, 0.04
+14104798420, 0.04
+14104796606, 0.04
+14104792134, 0.04
+14104794844, 0.04
+14104799797, 0.04
+14104795271, 0.04
+14104791159, 0.04
+14104794119, 0.04
+14104797083, 0.04
+14104791969, 0.04
+14104795999, 0.04
+14104797789, 0.04
+18145803016, 0.02
+18145809211, 0.02
+18145803505, 0.02
+18145809419, 0.02
+18145805948, 0.02
+18145808179, 0.02
+18145808099, 0.02
+18145809200, 0.02
+18145807910, 0.02
+18145808341, 0.02
+18145804808, 0.02
+18145808342, 0.02
+18145806397, 0.02
+18145801794, 0.02
+18145804517, 0.02
+18145804883, 0.02
+18145804186, 0.02
+18145806441, 0.02
+18145806514, 0.02
+18145802902, 0.02
+18146744133, 0.10
+18146748609, 0.10
+18146747076, 0.10
+18146743387, 0.10
+18146744065, 0.10
+18146746458, 0.10
+18146744091, 0.10
+18146745358, 0.10
+18146745676, 0.10
+18146741920, 0.10
+18146747651, 0.10
+18146748706, 0.10
+18146741349, 0.10
+18146742630, 0.10
+18146749894, 0.10
+18146748060, 0.10
+18146747889, 0.10
+18146749284, 0.10
+18146746412, 0.10
+18146743386, 0.10
+18144671458, 0.06
+18144674295, 0.06
+18144678210, 0.06
+18144673691, 0.06
+18144677191, 0.06
+18144672072, 0.06
+18144675688, 0.06
+18144679475, 0.06
+18144677515, 0.06
+18144672841, 0.06
+18144674121, 0.06
+18144673891, 0.06
+18144677602, 0.06
+18144671965, 0.06
+18144679938, 0.06
+18144675945, 0.06
+18144678640, 0.06
+18144674286, 0.06
+18144675471, 0.06
+18144671840, 0.06
+18142633884, 0.07
+18142634039, 0.07
+18142634995, 0.07
+18142631871, 0.07
+18142631469, 0.07
+18142632827, 0.07
+18142634620, 0.07
+18142632581, 0.07
+18142639607, 0.07
+18142632775, 0.07
+18142631720, 0.07
+18142636140, 0.07
+18142634709, 0.07
+18142632287, 0.07
+18142634758, 0.07
+18142632363, 0.07
+18142638882, 0.07
+18142639007, 0.07
+18142636885, 0.07
+18142635832, 0.07
+18147007410, 0.10
+18147004539, 0.10
+18147007271, 0.10
+18147001417, 0.10
+18147003295, 0.10
+18147001879, 0.10
+18147005097, 0.10
+18147002540, 0.10
+18147002580, 0.10
+18147006602, 0.10
+18147003825, 0.10
+18147003754, 0.10
+18147002022, 0.10
+18147006077, 0.10
+18147008994, 0.10
+18147002955, 0.10
+18147003728, 0.10
+18147006319, 0.10
+18147001976, 0.10
+18147006072, 0.10
+18144656346, 0.05
+18144653295, 0.05
+18144651830, 0.05
+18144651826, 0.05
+18144656776, 0.05
+18144654643, 0.05
+18144652408, 0.05
+18144655201, 0.05
+18144652789, 0.05
+18144655585, 0.05
+18144654707, 0.05
+18144658154, 0.05
+18144653775, 0.05
+18144655025, 0.05
+18144656448, 0.05
+18144653566, 0.05
+18144655285, 0.05
+18144658991, 0.05
+18144656375, 0.05
+18144658486, 0.05
+18144727348, 0.06
+18144725063, 0.06
+18144725060, 0.06
+18144722677, 0.06
+18144721922, 0.06
+18144728448, 0.06
+18144729269, 0.06
+18144727516, 0.06
+18144727315, 0.06
+18144721749, 0.06
+18144724421, 0.06
+18144728508, 0.06
+18144723806, 0.06
+18144728824, 0.06
+18144725087, 0.06
+18144722144, 0.06
+18144726551, 0.06
+18144722449, 0.06
+18144721330, 0.06
+18144721935, 0.06
+18147667226, 0.02
+18147668949, 0.02
+18147667111, 0.02
+18147664631, 0.02
+18147662106, 0.02
+18147667269, 0.02
+18147661587, 0.02
+18147663415, 0.02
+18147666494, 0.02
+18147666678, 0.02
+18147667430, 0.02
+18147669240, 0.02
+18147664457, 0.02
+18147669282, 0.02
+18147664871, 0.02
+18147667862, 0.02
+18147665185, 0.02
+18147664183, 0.02
+18147667063, 0.02
+18147661891, 0.02
+18142009210, 0.06
+18142008230, 0.06
+18142003728, 0.06
+18142005091, 0.06
+18142008361, 0.06
+18142008275, 0.06
+18142007518, 0.06
+18142003124, 0.06
+18142007356, 0.06
+18142009702, 0.06
+18142003287, 0.06
+18142008756, 0.06
+18142007610, 0.06
+18142002477, 0.06
+18142003514, 0.06
+18142005362, 0.06
+18142005098, 0.06
+18142004148, 0.06
+18142008383, 0.06
+18142006005, 0.06
+16079899112, 0
+16079897081, 0
+16079899610, 0
+16079896083, 0
+16079897786, 0
+16079893778, 0
+16079897052, 0
+16079893996, 0
+16079894364, 0
+16079898365, 0
+16079895008, 0
+16079891600, 0
+16079896905, 0
+16079891763, 0
+16079896492, 0
+16079892805, 0
+16079892183, 0
+16079895132, 0
+16079891694, 0
+16079896242, 0
+16075603639, 0
+16075605203, 0
+16075608849, 0
+16075608839, 0
+16075602261, 0
+16075608505, 0
+16075609053, 0
+16075604883, 0
+16075605592, 0
+16075603118, 0
+16075603381, 0
+16075602296, 0
+16075603069, 0
+16075607657, 0
+16075605314, 0
+16075608308, 0
+16075604563, 0
+16075603608, 0
+16075604283, 0
+16075605708, 0
+16074477951, 0
+16074471129, 0
+16074479847, 0
+16074472907, 0
+16074477815, 0
+16074472169, 0
+16074476697, 0
+16074472187, 0
+16074471147, 0
+16074475326, 0
+16074471595, 0
+16074472579, 0
+16074471394, 0
+16074477726, 0
+16074471877, 0
+16074479340, 0
+16074475344, 0
+16074477968, 0
+16074477497, 0
+16074474435, 0
+16074199530, 0
+16074192517, 0
+16074198886, 0
+16074198788, 0
+16074194690, 0
+16074197933, 0
+16074193572, 0
+16074197798, 0
+16074192449, 0
+16074198101, 0
+16074198602, 0
+16074198570, 0
+16074195581, 0
+16074192086, 0
+16074194254, 0
+16074191138, 0
+16074194004, 0
+16074197768, 0
+16074192238, 0
+16074197939, 0
+16075048328, 0
+16075043874, 0
+16075042509, 0
+16075043060, 0
+16075049761, 0
+16075048444, 0
+16075049449, 0
+16075043536, 0
+16075042063, 0
+16075042299, 0
+16075042794, 0
+16075044209, 0
+16075044910, 0
+16075049752, 0
